"","Country","Year","Disease","Value"
"10885","Qatar",2019,"Road injury",8.8
"10886","Qatar",2019,"Poisonings",0.3
"10887","Qatar",2019,"Falls",6.2
"10888","Qatar",2019,"Fire, heat and hot substances",2.2
"10889","Qatar",2019,"Drowning",1.6
"10890","Qatar",2019,"Exposure to mechanical forces",3
"10891","Qatar",2019,"Other unintentional injuries",5.1
"10892","Qatar",2019,"Self-harm",4.7
"10893","Qatar",2019,"Interpersonal violence",0.7
"10894","Qatar",2019,"Collective violence and legal intervention",0
"10895","Romania",2019,"Tuberculosis",3.6
"10896","Romania",2019,"STDs excluding HIV",0
"10897","Romania",2019,"HIV/AIDS",1.2
"10898","Romania",2019,"Diarrhoeal diseases",0.5
"10899","Romania",2019,"Childhood-cluster diseases",0.1
"10900","Romania",2019,"Meningitis",0.3
"10901","Romania",2019,"Encephalitis",0.1
"10902","Romania",2019,"Hepatitis",0.4
"10903","Romania",2019,"Parasitic and vector diseases",1.7
"10904","Romania",2019,"Other infectious diseases",3.7
"10905","Romania",2019,"Lower respiratory infections",26.3
"10906","Romania",2019,"Upper respiratory infections",0
"10907","Romania",2019,"Otitis media",0
"10908","Romania",2019,"Preterm birth complications",2.1
"10909","Romania",2019,"Birth asphyxia and birth trauma",0.3
"10910","Romania",2019,"Neonatal sepsis and infections",0.1
"10911","Romania",2019,"Other neonatal conditions",0.3
"10912","Romania",2019,"Protein-energy malnutrition",0.4
"10913","Romania",2019,"Iron-deficiency anaemia",0.1
"10914","Romania",2019,"Other nutritional deficiencies",0
"10915","Romania",2019,"Mouth and oropharynx cancers",7.1
"10916","Romania",2019,"Oesophagus cancer",2.2
"10917","Romania",2019,"Stomach cancer",9.1
"10918","Romania",2019,"Colon and rectum cancers",17.2
"10919","Romania",2019,"Liver cancer",8.3
"10920","Romania",2019,"Pancreas cancer",7.7
"10921","Romania",2019,"Trachea, bronchus, lung cancers",28.3
"10922","Romania",2019,"Melanoma and other skin cancers",2.6
"10923","Romania",2019,"Breast cancer",10.6
"10924","Romania",2019,"Cervix uteri cancer",5.8
"10925","Romania",2019,"Corpus uteri cancer",1.4
"10926","Romania",2019,"Ovary cancer",3.1
"10927","Romania",2019,"Prostate cancer",5.4
"10928","Romania",2019,"Testicular cancer",0.3
"10929","Romania",2019,"Kidney cancer",2.9
"10930","Romania",2019,"Bladder cancer",4.1
"10931","Romania",2019,"Brain and nervous system cancers",5.5
"10932","Romania",2019,"Gallbladder and biliary tract cancer",1.3
"10933","Romania",2019,"Larynx cancer",3.1
"10934","Romania",2019,"Thyroid cancer",0.4
"10935","Romania",2019,"Mesothelioma",0.2
"10936","Romania",2019,"Lymphomas, multiple myeloma",4
"10937","Romania",2019,"Leukaemia",3.9
"10938","Romania",2019,"Other malignant neoplasms",6.5
"10939","Romania",2019,"Thalassaemias",0
"10940","Romania",2019,"Sickle cell disorders and trait",0
"10941","Romania",2019,"Other haemoglobinopathies and haemolytic anaemias",0.1
"10942","Romania",2019,"Other endocrine, blood and immune disorders",0.4
"10943","Romania",2019,"Bipolar disorder",0
"10944","Romania",2019,"Schizophrenia",0.2
"10945","Romania",2019,"Alcohol use disorders",1.5
"10946","Romania",2019,"Drug use disorders",1.2
"10947","Romania",2019,"Anxiety disorders",0
"10948","Romania",2019,"Alzheimer disease and other dementias",5.4
"10949","Romania",2019,"Parkinson disease",1.5
"10950","Romania",2019,"Epilepsy",1.3
"10951","Romania",2019,"Multiple sclerosis",0.2
"10952","Romania",2019,"Other neurological conditions",1.8
"10953","Romania",2019,"Rheumatic heart disease",1.1
"10954","Romania",2019,"Hypertensive heart disease",22.3
"10955","Romania",2019,"Ischaemic heart disease",153.8
"10956","Romania",2019,"Stroke",104.4
"10957","Romania",2019,"Cardiomyopathy, myocarditis, endocarditis",11.4
"10958","Romania",2019,"Other circulatory diseases",17.3
"10959","Romania",2019,"Chronic obstructive pulmonary disease",16.9
"10960","Romania",2019,"Asthma",0.5
"10961","Romania",2019,"Other respiratory diseases",5.9
"10962","Romania",2019,"Peptic ulcer disease",1.4
"10963","Romania",2019,"Cirrhosis of the liver",27.3
"10964","Romania",2019,"Appendicitis",0.1
"10965","Romania",2019,"Gastritis and duodenitis",0.3
"10966","Romania",2019,"Paralytic ileus and intestinal obstruction",1.6
"10967","Romania",2019,"Inflammatory bowel disease",0.2
"10968","Romania",2019,"Gallbladder and biliary diseases",0.5
"10969","Romania",2019,"Pancreatitis",3.2
"10970","Romania",2019,"Other digestive diseases",10.3
"10971","Romania",2019,"Kidney diseases",11.9
"10972","Romania",2019,"Benign prostatic hyperplasia",0.3
"10973","Romania",2019,"Urolithiasis",0
"10974","Romania",2019,"Other urinary diseases",0.3
"10975","Romania",2019,"Back and neck pain",0
"10976","Romania",2019,"Other musculoskeletal disorders",0.2
"10977","Romania",2019,"Neural tube defects",0.3
"10978","Romania",2019,"Cleft lip and cleft palate",0
"10979","Romania",2019,"Down syndrome",0
"10980","Romania",2019,"Congenital heart anomalies",1.4
"10981","Romania",2019,"Other chromosomal anomalies",0.1
"10982","Romania",2019,"Other congenital anomalies",1
"10983","Romania",2019,"Road injury",8.5
"10984","Romania",2019,"Poisonings",1.3
"10985","Romania",2019,"Falls",4.6
"10986","Romania",2019,"Fire, heat and hot substances",1.3
"10987","Romania",2019,"Drowning",2.5
"10988","Romania",2019,"Exposure to mechanical forces",0.9
"10989","Romania",2019,"Other unintentional injuries",7.7
"10990","Romania",2019,"Self-harm",7.3
"10991","Romania",2019,"Interpersonal violence",1.1
"10992","Romania",2019,"Collective violence and legal intervention",0
"10993","Rwanda",2019,"Tuberculosis",6.7
"10994","Rwanda",2019,"STDs excluding HIV",1.1
"10995","Rwanda",2019,"HIV/AIDS",29.4
"10996","Rwanda",2019,"Diarrhoeal diseases",39.9
"10997","Rwanda",2019,"Childhood-cluster diseases",1.7
"10998","Rwanda",2019,"Meningitis",8.7
"10999","Rwanda",2019,"Encephalitis",0.5
"11000","Rwanda",2019,"Hepatitis",2.3
"11001","Rwanda",2019,"Parasitic and vector diseases",38.3
"11002","Rwanda",2019,"Intestinal nematode infections",0
"11003","Rwanda",2019,"Other infectious diseases",1.9
"11004","Rwanda",2019,"Lower respiratory infections",74.7
"11005","Rwanda",2019,"Upper respiratory infections",0.4
"11006","Rwanda",2019,"Otitis media",0
"11007","Rwanda",2019,"Preterm birth complications",7
"11008","Rwanda",2019,"Birth asphyxia and birth trauma",6.1
"11009","Rwanda",2019,"Neonatal sepsis and infections",3
"11010","Rwanda",2019,"Other neonatal conditions",1.2
"11011","Rwanda",2019,"Protein-energy malnutrition",12
"11012","Rwanda",2019,"Other nutritional deficiencies",0.8
"11013","Rwanda",2019,"Mouth and oropharynx cancers",3
"11014","Rwanda",2019,"Oesophagus cancer",3.6
"11015","Rwanda",2019,"Stomach cancer",10.6
"11016","Rwanda",2019,"Colon and rectum cancers",12.3
"11017","Rwanda",2019,"Liver cancer",11.5
"11018","Rwanda",2019,"Pancreas cancer",3.9
"11019","Rwanda",2019,"Trachea, bronchus, lung cancers",4.5
"11020","Rwanda",2019,"Melanoma and other skin cancers",1.9
"11021","Rwanda",2019,"Breast cancer",8.6
"11022","Rwanda",2019,"Cervix uteri cancer",14
"11023","Rwanda",2019,"Corpus uteri cancer",1
"11024","Rwanda",2019,"Ovary cancer",1.5
"11025","Rwanda",2019,"Prostate cancer",10
"11026","Rwanda",2019,"Testicular cancer",0.1
"11027","Rwanda",2019,"Kidney cancer",1.4
"11028","Rwanda",2019,"Bladder cancer",0.7
"11029","Rwanda",2019,"Brain and nervous system cancers",2.9
"11030","Rwanda",2019,"Gallbladder and biliary tract cancer",0.1
"11031","Rwanda",2019,"Larynx cancer",0.9
"11032","Rwanda",2019,"Thyroid cancer",1.4
"11033","Rwanda",2019,"Mesothelioma",0.1
"11034","Rwanda",2019,"Lymphomas, multiple myeloma",5.7
"11035","Rwanda",2019,"Leukaemia",4
"11036","Rwanda",2019,"Other malignant neoplasms",16.5
"11037","Rwanda",2019,"Thalassaemias",0
"11038","Rwanda",2019,"Sickle cell disorders and trait",0.2
"11039","Rwanda",2019,"Other haemoglobinopathies and haemolytic anaemias",1
"11040","Rwanda",2019,"Other endocrine, blood and immune disorders",1.5
"11041","Rwanda",2019,"Alcohol use disorders",2
"11042","Rwanda",2019,"Drug use disorders",0.6
"11043","Rwanda",2019,"Eating disorders",0
"11044","Rwanda",2019,"Alzheimer disease and other dementias",19.5
"11045","Rwanda",2019,"Parkinson disease",3.8
"11046","Rwanda",2019,"Epilepsy",2.1
"11047","Rwanda",2019,"Multiple sclerosis",0.1
"11048","Rwanda",2019,"Other neurological conditions",0.3
"11049","Rwanda",2019,"Rheumatic heart disease",2.2
"11050","Rwanda",2019,"Hypertensive heart disease",30.2
"11051","Rwanda",2019,"Ischaemic heart disease",77.8
"11052","Rwanda",2019,"Stroke",105.8
"11053","Rwanda",2019,"Cardiomyopathy, myocarditis, endocarditis",5.1
"11054","Rwanda",2019,"Other circulatory diseases",14.3
"11055","Rwanda",2019,"Chronic obstructive pulmonary disease",33.5
"11056","Rwanda",2019,"Asthma",11.9
"11057","Rwanda",2019,"Other respiratory diseases",2.1
"11058","Rwanda",2019,"Peptic ulcer disease",6.2
"11059","Rwanda",2019,"Cirrhosis of the liver",41.2
"11060","Rwanda",2019,"Appendicitis",0.8
"11061","Rwanda",2019,"Gastritis and duodenitis",1.8
"11062","Rwanda",2019,"Paralytic ileus and intestinal obstruction",5.2
"11063","Rwanda",2019,"Inflammatory bowel disease",0.6
"11064","Rwanda",2019,"Gallbladder and biliary diseases",4.6
"11065","Rwanda",2019,"Pancreatitis",1.5
"11066","Rwanda",2019,"Other digestive diseases",6.8
"11067","Rwanda",2019,"Kidney diseases",23.2
"11068","Rwanda",2019,"Urolithiasis",0.1
"11069","Rwanda",2019,"Other urinary diseases",5.8
"11070","Rwanda",2019,"Gynecological diseases",0.1
"11071","Rwanda",2019,"Rheumatoid arthritis",0.5
"11072","Rwanda",2019,"Other musculoskeletal disorders",0.5
"11073","Rwanda",2019,"Neural tube defects",1
"11074","Rwanda",2019,"Cleft lip and cleft palate",0
"11075","Rwanda",2019,"Down syndrome",0.4
"11076","Rwanda",2019,"Congenital heart anomalies",2.4
"11077","Rwanda",2019,"Other chromosomal anomalies",0.4
"11078","Rwanda",2019,"Other congenital anomalies",2.9
"11079","Rwanda",2019,"Road injury",43.9
"11080","Rwanda",2019,"Poisonings",2.3
"11081","Rwanda",2019,"Falls",7.7
"11082","Rwanda",2019,"Fire, heat and hot substances",2.9
"11083","Rwanda",2019,"Drowning",2.1
"11084","Rwanda",2019,"Exposure to mechanical forces",2.4
"11085","Rwanda",2019,"Other unintentional injuries",10.3
"11086","Rwanda",2019,"Self-harm",9.4
"11087","Rwanda",2019,"Interpersonal violence",4.6
"11088","Rwanda",2019,"Collective violence and legal intervention",0
"11089","Samoa",2019,"Tuberculosis",1
"11090","Samoa",2019,"STDs excluding HIV",0.4
"11091","Samoa",2019,"Diarrhoeal diseases",8.4
"11092","Samoa",2019,"Childhood-cluster diseases",5.2
"11093","Samoa",2019,"Meningitis",1.2
"11094","Samoa",2019,"Encephalitis",0.3
"11095","Samoa",2019,"Hepatitis",0.3
"11096","Samoa",2019,"Parasitic and vector diseases",0.2
"11097","Samoa",2019,"Intestinal nematode infections",0
"11098","Samoa",2019,"Other infectious diseases",1.6
"11099","Samoa",2019,"Lower respiratory infections",39.3
"11100","Samoa",2019,"Upper respiratory infections",0
"11101","Samoa",2019,"Otitis media",0
"11102","Samoa",2019,"Preterm birth complications",3.6
"11103","Samoa",2019,"Birth asphyxia and birth trauma",1.3
"11104","Samoa",2019,"Neonatal sepsis and infections",0.9
"11105","Samoa",2019,"Other neonatal conditions",0.2
"11106","Samoa",2019,"Protein-energy malnutrition",2.8
"11107","Samoa",2019,"Other nutritional deficiencies",0.1
"11108","Samoa",2019,"Mouth and oropharynx cancers",3.3
"11109","Samoa",2019,"Oesophagus cancer",0.7
"11110","Samoa",2019,"Stomach cancer",12.2
"11111","Samoa",2019,"Colon and rectum cancers",8.7
"11112","Samoa",2019,"Liver cancer",4.9
"11113","Samoa",2019,"Pancreas cancer",2.7
"11114","Samoa",2019,"Trachea, bronchus, lung cancers",21.6
"11115","Samoa",2019,"Melanoma and other skin cancers",1.2
"11116","Samoa",2019,"Breast cancer",13.4
"11117","Samoa",2019,"Cervix uteri cancer",3.9
"11118","Samoa",2019,"Corpus uteri cancer",4
"11119","Samoa",2019,"Ovary cancer",8.4
"11120","Samoa",2019,"Prostate cancer",9.7
"11121","Samoa",2019,"Testicular cancer",0
"11122","Samoa",2019,"Kidney cancer",1.4
"11123","Samoa",2019,"Bladder cancer",3.6
"11124","Samoa",2019,"Brain and nervous system cancers",2.7
"11125","Samoa",2019,"Gallbladder and biliary tract cancer",0.6
"11126","Samoa",2019,"Larynx cancer",0.7
"11127","Samoa",2019,"Thyroid cancer",2.9
"11128","Samoa",2019,"Lymphomas, multiple myeloma",3.9
"11129","Samoa",2019,"Leukaemia",2.1
"11130","Samoa",2019,"Other malignant neoplasms",22
"11131","Samoa",2019,"Thalassaemias",0
"11132","Samoa",2019,"Sickle cell disorders and trait",0
"11133","Samoa",2019,"Other haemoglobinopathies and haemolytic anaemias",0.4
"11134","Samoa",2019,"Other endocrine, blood and immune disorders",3.9
"11135","Samoa",2019,"Alcohol use disorders",1.4
"11136","Samoa",2019,"Drug use disorders",0.4
"11137","Samoa",2019,"Eating disorders",0
"11138","Samoa",2019,"Alzheimer disease and other dementias",19.1
"11139","Samoa",2019,"Parkinson disease",6.7
"11140","Samoa",2019,"Epilepsy",1.4
"11141","Samoa",2019,"Multiple sclerosis",0.1
"11142","Samoa",2019,"Other neurological conditions",0.9
"11143","Samoa",2019,"Rheumatic heart disease",7.6
"11144","Samoa",2019,"Hypertensive heart disease",23.8
"11145","Samoa",2019,"Ischaemic heart disease",189.8
"11146","Samoa",2019,"Stroke",118
"11147","Samoa",2019,"Cardiomyopathy, myocarditis, endocarditis",5.2
"11148","Samoa",2019,"Other circulatory diseases",12.9
"11149","Samoa",2019,"Chronic obstructive pulmonary disease",47.5
"11150","Samoa",2019,"Asthma",17
"11151","Samoa",2019,"Other respiratory diseases",4.5
"11152","Samoa",2019,"Peptic ulcer disease",6.9
"11153","Samoa",2019,"Cirrhosis of the liver",19
"11154","Samoa",2019,"Appendicitis",0.3
"11155","Samoa",2019,"Gastritis and duodenitis",0.2
"11156","Samoa",2019,"Paralytic ileus and intestinal obstruction",1.8
"11157","Samoa",2019,"Inflammatory bowel disease",0.6
"11158","Samoa",2019,"Gallbladder and biliary diseases",2.8
"11159","Samoa",2019,"Pancreatitis",1.3
"11160","Samoa",2019,"Other digestive diseases",2.5
"11161","Samoa",2019,"Kidney diseases",39.8
"11162","Samoa",2019,"Urolithiasis",0.1
"11163","Samoa",2019,"Other urinary diseases",3.1
"11164","Samoa",2019,"Gynecological diseases",0.1
"11165","Samoa",2019,"Rheumatoid arthritis",0.2
"11166","Samoa",2019,"Other musculoskeletal disorders",0.8
"11167","Samoa",2019,"Neural tube defects",0.4
"11168","Samoa",2019,"Cleft lip and cleft palate",0
"11169","Samoa",2019,"Down syndrome",0.1
"11170","Samoa",2019,"Congenital heart anomalies",3
"11171","Samoa",2019,"Other chromosomal anomalies",0.2
"11172","Samoa",2019,"Other congenital anomalies",1.4
"11173","Samoa",2019,"Road injury",15.4
"11174","Samoa",2019,"Poisonings",0.5
"11175","Samoa",2019,"Falls",6.2
"11176","Samoa",2019,"Fire, heat and hot substances",1.1
"11177","Samoa",2019,"Drowning",7.4
"11178","Samoa",2019,"Exposure to mechanical forces",1.7
"11179","Samoa",2019,"Other unintentional injuries",8.1
"11180","Samoa",2019,"Self-harm",14.6
"11181","Samoa",2019,"Interpersonal violence",3.4
"11182","Samoa",2019,"Collective violence and legal intervention",0
"11183","Senegal",2019,"Tuberculosis",23.3
"11184","Senegal",2019,"STDs excluding HIV",0.4
"11185","Senegal",2019,"HIV/AIDS",10.3
"11186","Senegal",2019,"Diarrhoeal diseases",51.3
"11187","Senegal",2019,"Childhood-cluster diseases",3.7
"11188","Senegal",2019,"Meningitis",12.5
"11189","Senegal",2019,"Encephalitis",0.7
"11190","Senegal",2019,"Hepatitis",1.2
"11191","Senegal",2019,"Parasitic and vector diseases",46.2
"11192","Senegal",2019,"Intestinal nematode infections",0.1
"11193","Senegal",2019,"Other infectious diseases",6
"11194","Senegal",2019,"Lower respiratory infections",70.8
"11195","Senegal",2019,"Upper respiratory infections",0.1
"11196","Senegal",2019,"Otitis media",0
"11197","Senegal",2019,"Preterm birth complications",8.4
"11198","Senegal",2019,"Birth asphyxia and birth trauma",7.9
"11199","Senegal",2019,"Neonatal sepsis and infections",5.5
"11200","Senegal",2019,"Other neonatal conditions",1.6
"11201","Senegal",2019,"Protein-energy malnutrition",3.5
"11202","Senegal",2019,"Other nutritional deficiencies",0.3
"11203","Senegal",2019,"Mouth and oropharynx cancers",2.8
"11204","Senegal",2019,"Oesophagus cancer",1.5
"11205","Senegal",2019,"Stomach cancer",7.8
"11206","Senegal",2019,"Colon and rectum cancers",5.7
"11207","Senegal",2019,"Liver cancer",14
"11208","Senegal",2019,"Pancreas cancer",2.4
"11209","Senegal",2019,"Trachea, bronchus, lung cancers",2.6
"11210","Senegal",2019,"Melanoma and other skin cancers",2.2
"11211","Senegal",2019,"Breast cancer",9.9
"11212","Senegal",2019,"Cervix uteri cancer",18
"11213","Senegal",2019,"Corpus uteri cancer",1.4
"11214","Senegal",2019,"Ovary cancer",2.8
"11215","Senegal",2019,"Prostate cancer",11.9
"11216","Senegal",2019,"Testicular cancer",0.1
"11217","Senegal",2019,"Kidney cancer",0.8
"11218","Senegal",2019,"Bladder cancer",2.2
"11219","Senegal",2019,"Brain and nervous system cancers",0.6
"11220","Senegal",2019,"Gallbladder and biliary tract cancer",0.5
"11221","Senegal",2019,"Larynx cancer",0.8
"11222","Senegal",2019,"Thyroid cancer",0.4
"11223","Senegal",2019,"Mesothelioma",0
"11224","Senegal",2019,"Lymphomas, multiple myeloma",3.9
"11225","Senegal",2019,"Leukaemia",1
"11226","Senegal",2019,"Other malignant neoplasms",10.1
"11227","Senegal",2019,"Thalassaemias",0
"11228","Senegal",2019,"Sickle cell disorders and trait",3.4
"11229","Senegal",2019,"Other haemoglobinopathies and haemolytic anaemias",1.5
"11230","Senegal",2019,"Other endocrine, blood and immune disorders",1.5
"11231","Senegal",2019,"Alcohol use disorders",0.9
"11232","Senegal",2019,"Drug use disorders",1.6
"11233","Senegal",2019,"Eating disorders",0
"11234","Senegal",2019,"Alzheimer disease and other dementias",20.9
"11235","Senegal",2019,"Parkinson disease",5.6
"11236","Senegal",2019,"Epilepsy",2.6
"11237","Senegal",2019,"Multiple sclerosis",0.2
"11238","Senegal",2019,"Other neurological conditions",0.8
"11239","Senegal",2019,"Rheumatic heart disease",2.1
"11240","Senegal",2019,"Hypertensive heart disease",17.7
"11241","Senegal",2019,"Ischaemic heart disease",107.2
"11242","Senegal",2019,"Stroke",87.4
"11243","Senegal",2019,"Cardiomyopathy, myocarditis, endocarditis",5.5
"11244","Senegal",2019,"Other circulatory diseases",13.6
"11245","Senegal",2019,"Chronic obstructive pulmonary disease",23
"11246","Senegal",2019,"Asthma",13.5
"11247","Senegal",2019,"Other respiratory diseases",1.6
"11248","Senegal",2019,"Peptic ulcer disease",6.1
"11249","Senegal",2019,"Cirrhosis of the liver",27.5
"11250","Senegal",2019,"Appendicitis",0.4
"11251","Senegal",2019,"Gastritis and duodenitis",0.5
"11252","Senegal",2019,"Paralytic ileus and intestinal obstruction",7.1
"11253","Senegal",2019,"Inflammatory bowel disease",0.4
"11254","Senegal",2019,"Gallbladder and biliary diseases",2
"11255","Senegal",2019,"Pancreatitis",2.9
"11256","Senegal",2019,"Other digestive diseases",4.2
"11257","Senegal",2019,"Kidney diseases",32.1
"11258","Senegal",2019,"Urolithiasis",0.1
"11259","Senegal",2019,"Other urinary diseases",5.4
"11260","Senegal",2019,"Gynecological diseases",0.1
"11261","Senegal",2019,"Rheumatoid arthritis",0.2
"11262","Senegal",2019,"Other musculoskeletal disorders",0.6
"11263","Senegal",2019,"Neural tube defects",1.7
"11264","Senegal",2019,"Cleft lip and cleft palate",0
"11265","Senegal",2019,"Down syndrome",0.4
"11266","Senegal",2019,"Congenital heart anomalies",1.7
"11267","Senegal",2019,"Other chromosomal anomalies",0.4
"11268","Senegal",2019,"Other congenital anomalies",2.5
"11269","Senegal",2019,"Road injury",35.1
"11270","Senegal",2019,"Poisonings",2.2
"11271","Senegal",2019,"Falls",8.7
"11272","Senegal",2019,"Fire, heat and hot substances",3.3
"11273","Senegal",2019,"Drowning",2.5
"11274","Senegal",2019,"Exposure to mechanical forces",2.5
"11275","Senegal",2019,"Other unintentional injuries",11.5
"11276","Senegal",2019,"Self-harm",11
"11277","Senegal",2019,"Interpersonal violence",9.2
"11278","Senegal",2019,"Collective violence and legal intervention",0
"11279","Serbia",2019,"Tuberculosis",0.6
"11280","Serbia",2019,"STDs excluding HIV",0
"11281","Serbia",2019,"HIV/AIDS",0.3
"11282","Serbia",2019,"Diarrhoeal diseases",0.9
"11283","Serbia",2019,"Childhood-cluster diseases",0.2
"11284","Serbia",2019,"Meningitis",0.3
"11285","Serbia",2019,"Encephalitis",0
"11286","Serbia",2019,"Hepatitis",0.4
"11287","Serbia",2019,"Parasitic and vector diseases",0.1
"11288","Serbia",2019,"Other infectious diseases",2.9
"11289","Serbia",2019,"Lower respiratory infections",10.5
"11290","Serbia",2019,"Upper respiratory infections",0
"11291","Serbia",2019,"Otitis media",0
"11292","Serbia",2019,"Preterm birth complications",3
"11293","Serbia",2019,"Birth asphyxia and birth trauma",0.7
"11294","Serbia",2019,"Neonatal sepsis and infections",0.1
"11295","Serbia",2019,"Other neonatal conditions",0.2
"11296","Serbia",2019,"Protein-energy malnutrition",0.1
"11297","Serbia",2019,"Iodine deficiency",0
"11298","Serbia",2019,"Vitamin A deficiency",0
"11299","Serbia",2019,"Iron-deficiency anaemia",0.8
"11300","Serbia",2019,"Other nutritional deficiencies",0.1
"11301","Serbia",2019,"Mouth and oropharynx cancers",4.4
"11302","Serbia",2019,"Oesophagus cancer",2.1
"11303","Serbia",2019,"Stomach cancer",7.2
"11304","Serbia",2019,"Colon and rectum cancers",19.8
"11305","Serbia",2019,"Liver cancer",5.4
"11306","Serbia",2019,"Pancreas cancer",8.2
"11307","Serbia",2019,"Trachea, bronchus, lung cancers",40.2
"11308","Serbia",2019,"Melanoma and other skin cancers",3.8
"11309","Serbia",2019,"Breast cancer",14.2
"11310","Serbia",2019,"Cervix uteri cancer",4.6
"11311","Serbia",2019,"Corpus uteri cancer",2.2
"11312","Serbia",2019,"Ovary cancer",3.6
"11313","Serbia",2019,"Prostate cancer",6.8
"11314","Serbia",2019,"Testicular cancer",0.5
"11315","Serbia",2019,"Kidney cancer",3.4
"11316","Serbia",2019,"Bladder cancer",4.9
"11317","Serbia",2019,"Brain and nervous system cancers",6
"11318","Serbia",2019,"Gallbladder and biliary tract cancer",2.2
"11319","Serbia",2019,"Larynx cancer",2.9
"11320","Serbia",2019,"Thyroid cancer",0.5
"11321","Serbia",2019,"Mesothelioma",0.2
"11322","Serbia",2019,"Lymphomas, multiple myeloma",5.3
"11323","Serbia",2019,"Leukaemia",4.7
"11324","Serbia",2019,"Other malignant neoplasms",5.4
"11325","Serbia",2019,"Thalassaemias",0
"11326","Serbia",2019,"Sickle cell disorders and trait",0
"11327","Serbia",2019,"Other haemoglobinopathies and haemolytic anaemias",0.3
"11328","Serbia",2019,"Other endocrine, blood and immune disorders",1.8
"11329","Serbia",2019,"Bipolar disorder",0.1
"11330","Serbia",2019,"Schizophrenia",0.8
"11331","Serbia",2019,"Alcohol use disorders",2.5
"11332","Serbia",2019,"Drug use disorders",0.7
"11333","Serbia",2019,"Anxiety disorders",0
"11334","Serbia",2019,"Idiopathic intellectual disability",0.1
"11335","Serbia",2019,"Alzheimer disease and other dementias",13.6
"11336","Serbia",2019,"Parkinson disease",3.9
"11337","Serbia",2019,"Epilepsy",1.7
"11338","Serbia",2019,"Multiple sclerosis",1.2
"11339","Serbia",2019,"Other neurological conditions",6
"11340","Serbia",2019,"Rheumatic heart disease",0.4
"11341","Serbia",2019,"Hypertensive heart disease",8.1
"11342","Serbia",2019,"Ischaemic heart disease",116.5
"11343","Serbia",2019,"Stroke",83.3
"11344","Serbia",2019,"Cardiomyopathy, myocarditis, endocarditis",75.4
"11345","Serbia",2019,"Other circulatory diseases",22.7
"11346","Serbia",2019,"Chronic obstructive pulmonary disease",20.6
"11347","Serbia",2019,"Asthma",2.2
"11348","Serbia",2019,"Other respiratory diseases",7.4
"11349","Serbia",2019,"Peptic ulcer disease",3.3
"11350","Serbia",2019,"Cirrhosis of the liver",6.3
"11351","Serbia",2019,"Appendicitis",0.1
"11352","Serbia",2019,"Gastritis and duodenitis",0.3
"11353","Serbia",2019,"Paralytic ileus and intestinal obstruction",2.4
"11354","Serbia",2019,"Inflammatory bowel disease",0.5
"11355","Serbia",2019,"Gallbladder and biliary diseases",1
"11356","Serbia",2019,"Pancreatitis",1.5
"11357","Serbia",2019,"Other digestive diseases",7.6
"11358","Serbia",2019,"Kidney diseases",22.1
"11359","Serbia",2019,"Benign prostatic hyperplasia",0.2
"11360","Serbia",2019,"Urolithiasis",0
"11361","Serbia",2019,"Other urinary diseases",0.6
"11362","Serbia",2019,"Rheumatoid arthritis",0.2
"11363","Serbia",2019,"Osteoarthritis",0
"11364","Serbia",2019,"Gout",0
"11365","Serbia",2019,"Back and neck pain",0
"11366","Serbia",2019,"Other musculoskeletal disorders",0.9
"11367","Serbia",2019,"Neural tube defects",0.1
"11368","Serbia",2019,"Cleft lip and cleft palate",0
"11369","Serbia",2019,"Down syndrome",0.2
"11370","Serbia",2019,"Congenital heart anomalies",1.4
"11371","Serbia",2019,"Other chromosomal anomalies",0.2
"11372","Serbia",2019,"Other congenital anomalies",0.7
"11373","Serbia",2019,"Road injury",6.2
"11374","Serbia",2019,"Poisonings",0.1
"11375","Serbia",2019,"Falls",2.2
"11376","Serbia",2019,"Fire, heat and hot substances",0.4
"11377","Serbia",2019,"Drowning",0.7
"11378","Serbia",2019,"Exposure to mechanical forces",0.5
"11379","Serbia",2019,"Other unintentional injuries",3.2
"11380","Serbia",2019,"Self-harm",7.9
"11381","Serbia",2019,"Interpersonal violence",1
"11382","Serbia",2019,"Collective violence and legal intervention",0
"11383","Seychelles",2019,"Tuberculosis",0
"11384","Seychelles",2019,"STDs excluding HIV",0.3
"11385","Seychelles",2019,"Diarrhoeal diseases",5.8
"11386","Seychelles",2019,"Childhood-cluster diseases",0.5
"11387","Seychelles",2019,"Meningitis",2.3
"11388","Seychelles",2019,"Encephalitis",0.8
"11389","Seychelles",2019,"Hepatitis",0.3
"11390","Seychelles",2019,"Parasitic and vector diseases",0.2
"11391","Seychelles",2019,"Intestinal nematode infections",0
"11392","Seychelles",2019,"Other infectious diseases",5.2
"11393","Seychelles",2019,"Lower respiratory infections",70.9
"11394","Seychelles",2019,"Upper respiratory infections",0
"11395","Seychelles",2019,"Otitis media",0
"11396","Seychelles",2019,"Preterm birth complications",4.6
"11397","Seychelles",2019,"Birth asphyxia and birth trauma",1.5
"11398","Seychelles",2019,"Neonatal sepsis and infections",1
"11399","Seychelles",2019,"Other neonatal conditions",0.9
"11400","Seychelles",2019,"Protein-energy malnutrition",1.6
"11401","Seychelles",2019,"Other nutritional deficiencies",0.3
"11402","Seychelles",2019,"Mouth and oropharynx cancers",12.3
"11403","Seychelles",2019,"Oesophagus cancer",5.4
"11404","Seychelles",2019,"Stomach cancer",6.4
